timestamp,site,LAeq_dB,LAmax_dB,quality_flag
2026-01-01 08:36:00,P1,55.4,59.1,OK
2026-01-01 08:37:00,P1,53.4,55.6,OK
2026-01-01 08:38:00,P1,55.8,61.5,OK
2026-01-01 08:39:00,P1,56.9,61.1,OK
2026-01-01 08:40:00,P1,53.0,58.9,OK
2026-01-01 08:41:00,P1,53.2,55.8,OK
2026-01-01 08:42:00,P1,76.1,76.6,OUTLIER
2026-01-01 08:43:00,P1,54.3,57.8,OK
2026-01-01 08:44:00,P1,56.7,61.4,OK
2026-01-01 08:45:00,P1,53.9,58.3,OK
2026-01-01 08:46:00,P1,56.8,63.7,OK
2026-01-01 08:47:00,P1,54.9,59.1,OK
2026-01-01 08:48:00,P1,55.1,60.3,OK
2026-01-01 08:49:00,P1,57.1,62.6,OK
2026-01-01 08:50:00,P1,54.2,56.3,OK
2026-01-01 08:51:00,P1,53.4,58.4,OK
2026-01-01 08:52:00,P1,54.1,58.2,OK
2026-01-01 08:53:00,P1,55.5,60.0,OK
2026-01-01 08:54:00,P1,52.5,55.1,OK
2026-01-01 08:55:00,P1,55.8,62.5,OK
2026-01-01 08:56:00,P1,54.1,61.7,OK
2026-01-01 08:57:00,P1,56.6,58.8,OK
2026-01-01 08:58:00,P1,51.4,57.0,OK
2026-01-01 08:59:00,P1,53.8,60.4,OK
2026-01-01 09:00:00,P1,52.5,56.2,OK
2026-01-01 09:01:00,P1,53.8,60.5,OK
2026-01-01 09:02:00,P1,55.4,61.2,OK
2026-01-01 09:03:00,P1,54.8,62.4,OK
2026-01-01 09:04:00,P1,54.7,62.6,OK
2026-01-01 09:05:00,P1,54.9,57.1,OK
2026-01-01 09:06:00,P1,55.5,60.1,OK
2026-01-01 09:07:00,P1,53.7,59.0,OK
2026-01-01 09:08:00,P1,56.3,59.2,OK
2026-01-01 09:09:00,P1,56.2,60.2,OK
2026-01-01 09:10:00,P1,55.8,63.8,OK
2026-01-01 09:11:00,P1,73.4,75.7,OUTLIER
2026-01-01 09:12:00,P1,55.8,60.5,OK
2026-01-01 09:13:00,P1,58.4,65.4,OK
2026-01-01 09:14:00,P1,55.2,59.2,OK
2026-01-01 09:15:00,P1,54.9,59.8,OK
2026-01-01 09:16:00,P1,54.3,62.2,OK
2026-01-01 09:17:00,P1,,,MISSING
2026-01-01 09:18:00,P1,53.6,56.4,OK
2026-01-01 09:19:00,P1,54.2,56.5,OK
2026-01-01 09:20:00,P1,55.4,63.1,OK
2026-01-01 09:21:00,P1,56.1,59.6,OK
2026-01-01 09:22:00,P1,81.5,70.9,OUTLIER
2026-01-01 09:23:00,P1,54.5,57.0,OK
2026-01-01 09:24:00,P1,57.0,61.5,OK
2026-01-01 09:25:00,P1,56.8,64.3,OK
2026-01-01 09:26:00,P1,55.4,60.5,OK
2026-01-01 09:27:00,P1,54.7,62.6,OK
2026-01-01 09:28:00,P1,56.6,60.1,OK
2026-01-01 09:29:00,P1,56.0,61.1,OK
2026-01-01 09:30:00,P1,53.6,60.8,OK
2026-01-01 09:31:00,P1,55.7,60.4,OK
2026-01-01 09:32:00,P1,56.2,59.9,OK
2026-01-01 09:33:00,P1,54.5,61.6,OK
2026-01-01 09:34:00,P1,56.2,60.5,OK
2026-01-01 09:35:00,P1,53.7,58.9,OK
2026-01-01 09:36:00,P1,57.9,65.8,OK
2026-01-01 09:37:00,P1,57.8,61.0,OK
2026-01-01 09:38:00,P1,55.6,59.4,OK
2026-01-01 09:39:00,P1,56.6,58.7,OK
2026-01-01 09:40:00,P1,52.4,56.8,OK
2026-01-01 09:41:00,P1,54.3,57.5,OK
2026-01-01 09:42:00,P1,,,MISSING
2026-01-01 09:43:00,P1,54.5,57.6,OK
2026-01-01 09:44:00,P1,57.2,63.3,OK
2026-01-01 09:45:00,P1,59.2,62.7,OK
2026-01-01 09:46:00,P1,54.4,58.6,OK
2026-01-01 09:47:00,P1,55.0,59.1,OK
2026-01-01 09:48:00,P1,56.6,62.9,OK
2026-01-01 09:49:00,P1,58.7,63.5,OK
2026-01-01 09:50:00,P1,54.5,58.6,OK
2026-01-01 09:51:00,P1,56.7,63.8,OK
2026-01-01 09:52:00,P1,59.1,64.5,OK
2026-01-01 09:53:00,P1,53.9,57.2,OK
2026-01-01 09:54:00,P1,54.5,61.9,OK
2026-01-01 09:55:00,P1,55.8,59.8,OK
2026-01-01 09:56:00,P1,55.7,57.9,OK
2026-01-01 09:57:00,P1,57.7,62.7,OK
2026-01-01 09:58:00,P1,56.9,59.6,OK
2026-01-01 09:59:00,P1,53.9,57.3,OK
2026-01-01 10:00:00,P1,57.3,63.8,OK
2026-01-01 10:01:00,P1,55.7,58.5,OK
2026-01-01 10:02:00,P1,58.5,65.4,OK
2026-01-01 10:03:00,P1,55.7,63.3,OK
2026-01-01 10:04:00,P1,55.7,61.3,OK
2026-01-01 10:05:00,P1,57.5,63.8,OK
2026-01-01 10:06:00,P1,57.8,64.1,OK
2026-01-01 10:07:00,P1,60.9,68.8,OK
2026-01-01 10:08:00,P1,65.9,69.9,OK
2026-01-01 10:09:00,P1,57.6,60.6,OK
2026-01-01 10:10:00,P1,55.3,60.4,OK
2026-01-01 10:11:00,P1,57.2,62.4,OK
2026-01-01 10:12:00,P1,54.7,57.8,OK
2026-01-01 10:13:00,P1,57.5,63.2,OK
2026-01-01 10:14:00,P1,55.7,57.8,OK
2026-01-01 10:15:00,P1,55.0,62.6,OK
2026-01-01 10:16:00,P1,58.0,61.6,OK
2026-01-01 10:17:00,P1,57.3,59.6,OK
2026-01-01 10:18:00,P1,56.1,58.7,OK
2026-01-01 10:19:00,P1,59.2,62.6,OK
2026-01-01 10:20:00,P1,56.4,60.0,OK
2026-01-01 10:21:00,P1,57.1,59.3,OK
2026-01-01 10:22:00,P1,,,MISSING
2026-01-01 10:23:00,P1,56.2,59.4,OK
2026-01-01 10:24:00,P1,57.9,62.1,OK
2026-01-01 10:25:00,P1,56.4,60.7,OK
2026-01-01 10:26:00,P1,56.6,60.6,OK
2026-01-01 10:27:00,P1,59.3,63.2,OK
2026-01-01 10:28:00,P1,55.7,58.2,OK
2026-01-01 10:29:00,P1,53.7,55.8,OK
2026-01-01 10:30:00,P1,59.7,62.9,OK
2026-01-01 10:31:00,P1,61.1,67.7,OK
2026-01-01 10:32:00,P1,56.7,64.7,OK
2026-01-01 10:33:00,P1,54.5,62.0,OK
2026-01-01 10:34:00,P1,56.9,62.0,OK
2026-01-01 10:35:00,P1,57.0,62.2,OK
2026-01-01 10:36:00,P1,57.2,61.0,OK
2026-01-01 10:37:00,P1,55.8,62.4,OK
2026-01-01 10:38:00,P1,58.4,64.9,OK
2026-01-01 10:39:00,P1,58.3,65.4,OK
2026-01-01 10:40:00,P1,55.3,62.7,OK
2026-01-01 10:41:00,P1,58.6,63.2,OK
2026-01-01 10:42:00,P1,60.7,67.3,OK
2026-01-01 10:43:00,P1,57.9,64.7,OK
2026-01-01 10:44:00,P1,57.1,61.0,OK
2026-01-01 10:45:00,P1,57.4,65.0,OK
2026-01-01 10:46:00,P1,58.6,61.2,OK
2026-01-01 10:47:00,P1,55.1,63.1,OK
2026-01-01 10:48:00,P1,58.0,64.6,OK
2026-01-01 10:49:00,P1,57.2,59.7,OK
2026-01-01 10:50:00,P1,60.5,66.5,OK
2026-01-01 10:51:00,P1,57.5,59.7,OK
2026-01-01 10:52:00,P1,60.3,66.9,OK
2026-01-01 10:53:00,P1,56.2,63.0,OK
2026-01-01 10:54:00,P1,58.7,64.4,OK
2026-01-01 10:55:00,P1,58.4,65.5,OK
2026-01-01 10:56:00,P1,56.6,59.2,OK
2026-01-01 10:57:00,P1,58.2,61.9,OK
2026-01-01 10:58:00,P1,59.8,64.3,OK
2026-01-01 10:59:00,P1,57.5,59.7,OK
2026-01-01 11:00:00,P1,55.5,60.2,OK
2026-01-01 11:01:00,P1,58.0,61.6,OK
2026-01-01 11:02:00,P1,56.7,61.0,OK
2026-01-01 11:03:00,P1,57.6,62.1,OK
2026-01-01 11:04:00,P1,58.0,65.2,OK
2026-01-01 11:05:00,P1,79.3,71.9,OUTLIER
2026-01-01 11:06:00,P1,55.7,63.1,OK
2026-01-01 11:07:00,P1,58.9,63.4,OK
2026-01-01 11:08:00,P1,57.4,61.4,OK
2026-01-01 11:09:00,P1,54.4,59.4,OK
2026-01-01 11:10:00,P1,59.4,63.9,OK
2026-01-01 11:11:00,P1,58.7,62.2,OK
2026-01-01 11:12:00,P1,57.2,62.2,OK
2026-01-01 11:13:00,P1,56.3,59.2,OK
2026-01-01 11:14:00,P1,59.6,63.7,OK
2026-01-01 11:15:00,P1,58.9,64.3,OK
2026-01-01 11:16:00,P1,61.9,66.4,OK
2026-01-01 11:17:00,P1,59.0,66.0,OK
2026-01-01 11:18:00,P1,59.0,62.5,OK
2026-01-01 11:19:00,P1,58.2,66.0,OK
2026-01-01 11:20:00,P1,59.7,66.4,OK
2026-01-01 11:21:00,P1,59.4,67.2,OK
2026-01-01 11:22:00,P1,60.4,67.4,OK
2026-01-01 11:23:00,P1,57.7,60.6,OK
2026-01-01 11:24:00,P1,57.9,63.0,OK
2026-01-01 11:25:00,P1,57.8,60.8,OK
2026-01-01 11:26:00,P1,59.8,66.7,OK
2026-01-01 11:27:00,P1,60.8,66.3,OK
2026-01-01 11:28:00,P1,57.9,61.5,OK
2026-01-01 11:29:00,P1,58.0,65.6,OK
2026-01-01 11:30:00,P1,59.1,61.8,OK
2026-01-01 11:31:00,P1,58.3,63.7,OK
2026-01-01 11:32:00,P1,60.1,66.4,OK
2026-01-01 11:33:00,P1,55.3,57.7,OK
2026-01-01 11:34:00,P1,57.5,63.1,OK
2026-01-01 11:35:00,P1,57.6,64.5,OK
2026-01-01 11:36:00,P1,55.3,57.7,OK
2026-01-01 11:37:00,P1,57.4,62.4,OK
2026-01-01 11:38:00,P1,57.4,61.0,OK
2026-01-01 11:39:00,P1,58.5,64.5,OK
2026-01-01 11:40:00,P1,60.5,63.2,OK
2026-01-01 11:41:00,P1,58.5,66.1,OK
2026-01-01 11:42:00,P1,57.4,64.7,OK
2026-01-01 11:43:00,P1,58.8,61.9,OK
2026-01-01 11:44:00,P1,60.5,64.4,OK
2026-01-01 11:45:00,P1,57.5,63.0,OK
2026-01-01 11:46:00,P1,57.6,63.9,OK
2026-01-01 11:47:00,P1,59.8,64.5,OK
2026-01-01 11:48:00,P1,58.7,61.6,OK
2026-01-01 11:49:00,P1,60.0,62.6,OK
2026-01-01 11:50:00,P1,59.0,67.0,OK
2026-01-01 11:51:00,P1,60.1,64.9,OK
2026-01-01 11:52:00,P1,57.5,64.8,OK
2026-01-01 11:53:00,P1,59.1,64.0,OK
2026-01-01 11:54:00,P1,58.8,66.3,OK
2026-01-01 11:55:00,P1,57.3,59.9,OK
2026-01-01 11:56:00,P1,56.8,59.5,OK
2026-01-01 11:57:00,P1,60.2,67.8,OK
2026-01-01 11:58:00,P1,58.7,66.4,OK
2026-01-01 11:59:00,P1,57.7,61.6,OK
2026-01-01 12:00:00,P1,59.1,63.2,OK
2026-01-01 12:01:00,P1,61.0,65.7,OK
2026-01-01 12:02:00,P1,55.9,60.4,OK
2026-01-01 12:03:00,P1,57.1,60.2,OK
2026-01-01 12:04:00,P1,57.9,65.3,OK
2026-01-01 12:05:00,P1,61.5,65.0,OK
2026-01-01 12:06:00,P1,59.8,66.0,OK
2026-01-01 12:07:00,P1,60.5,62.9,OK
2026-01-01 12:08:00,P1,57.7,59.9,OK
2026-01-01 12:09:00,P1,57.7,63.6,OK
2026-01-01 12:10:00,P1,60.1,64.1,OK
2026-01-01 12:11:00,P1,59.5,65.5,OK
2026-01-01 12:12:00,P1,60.3,62.8,OK
2026-01-01 12:13:00,P1,59.2,66.9,OK
2026-01-01 12:14:00,P1,59.9,66.4,OK
2026-01-01 12:15:00,P1,59.7,67.0,OK
2026-01-01 12:16:00,P1,60.7,63.5,OK
2026-01-01 12:17:00,P1,60.8,64.7,OK
2026-01-01 12:18:00,P1,57.1,61.3,OK
2026-01-01 12:19:00,P1,56.2,61.4,OK
2026-01-01 12:20:00,P1,61.1,64.9,OK
2026-01-01 12:21:00,P1,61.4,63.8,OK
2026-01-01 12:22:00,P1,58.1,62.3,OK
2026-01-01 12:23:00,P1,56.9,60.4,OK
2026-01-01 12:24:00,P1,59.8,64.1,OK
2026-01-01 12:25:00,P1,61.1,64.3,OK
2026-01-01 12:26:00,P1,62.4,66.0,OK
2026-01-01 12:27:00,P1,,,MISSING
2026-01-01 12:28:00,P1,59.2,63.5,OK
2026-01-01 12:29:00,P1,58.4,62.5,OK
2026-01-01 12:30:00,P1,59.8,65.0,OK
2026-01-01 12:31:00,P1,59.3,66.0,OK
2026-01-01 12:32:00,P1,58.3,62.5,OK
2026-01-01 12:33:00,P1,62.9,68.4,OK
2026-01-01 12:34:00,P1,62.5,70.3,OK
2026-01-01 12:35:00,P1,61.5,66.7,OK
2026-01-01 12:36:00,P1,58.5,65.9,OK
2026-01-01 12:37:00,P1,61.2,67.9,OK
2026-01-01 12:38:00,P1,60.8,63.2,OK
2026-01-01 12:39:00,P1,60.6,65.1,OK
2026-01-01 12:40:00,P1,61.8,68.0,OK
2026-01-01 12:41:00,P1,60.9,68.8,OK
2026-01-01 12:42:00,P1,61.1,65.8,OK
2026-01-01 12:43:00,P1,60.9,63.5,OK
2026-01-01 12:44:00,P1,60.5,65.9,OK
2026-01-01 12:45:00,P1,57.3,60.1,OK
2026-01-01 12:46:00,P1,60.1,66.6,OK
2026-01-01 12:47:00,P1,59.2,64.2,OK
2026-01-01 12:48:00,P1,58.1,64.5,OK
2026-01-01 12:49:00,P1,,,MISSING
2026-01-01 12:50:00,P1,62.7,68.4,OK
2026-01-01 12:51:00,P1,62.1,67.8,OK
2026-01-01 12:52:00,P1,60.5,67.0,OK
2026-01-01 12:53:00,P1,62.1,69.2,OK
2026-01-01 12:54:00,P1,,,MISSING
2026-01-01 12:55:00,P1,60.4,62.7,OK
2026-01-01 12:56:00,P1,58.5,63.8,OK
2026-01-01 12:57:00,P1,60.8,64.0,OK
2026-01-01 12:58:00,P1,60.3,67.4,OK
2026-01-01 12:59:00,P1,58.2,64.1,OK
2026-01-01 13:00:00,P1,60.1,64.6,OK
2026-01-01 13:01:00,P1,60.1,63.2,OK
2026-01-01 13:02:00,P1,62.9,67.0,OK
2026-01-01 13:03:00,P1,61.6,67.8,OK
2026-01-01 13:04:00,P1,60.3,63.5,OK
2026-01-01 13:05:00,P1,60.6,63.2,OK
2026-01-01 13:06:00,P1,60.3,67.7,OK
2026-01-01 13:07:00,P1,60.0,66.6,OK
2026-01-01 13:08:00,P1,58.7,61.9,OK
2026-01-01 13:09:00,P1,60.1,63.8,OK
2026-01-01 13:10:00,P1,59.2,67.0,OK
2026-01-01 13:11:00,P1,58.5,64.7,OK
2026-01-01 13:12:00,P1,61.1,66.8,OK
2026-01-01 13:13:00,P1,60.9,64.8,OK
2026-01-01 13:14:00,P1,57.7,61.5,OK
2026-01-01 13:15:00,P1,60.2,62.4,OK
2026-01-01 13:16:00,P1,61.9,68.3,OK
2026-01-01 13:17:00,P1,62.0,64.3,OK
2026-01-01 13:18:00,P1,62.0,64.0,OK
2026-01-01 13:19:00,P1,60.5,66.9,OK
2026-01-01 13:20:00,P1,59.2,66.9,OK
2026-01-01 13:21:00,P1,58.8,65.4,OK
2026-01-01 13:22:00,P1,61.0,65.8,OK
2026-01-01 13:23:00,P1,61.0,66.0,OK
2026-01-01 13:24:00,P1,62.4,67.0,OK
2026-01-01 13:25:00,P1,62.1,66.1,OK
2026-01-01 13:26:00,P1,60.3,65.4,OK
2026-01-01 13:27:00,P1,58.6,63.2,OK
2026-01-01 13:28:00,P1,60.0,65.6,OK
2026-01-01 13:29:00,P1,60.9,68.2,OK
2026-01-01 13:30:00,P1,60.2,68.2,OK
2026-01-01 13:31:00,P1,59.7,62.2,OK
2026-01-01 13:32:00,P1,60.9,65.3,OK
2026-01-01 13:33:00,P1,59.8,62.9,OK
2026-01-01 13:34:00,P1,59.6,63.8,OK
2026-01-01 13:35:00,P1,61.1,64.8,OK
2026-01-01 13:36:00,P1,60.0,63.0,OK
2026-01-01 13:37:00,P1,61.0,67.6,OK
2026-01-01 13:38:00,P1,61.0,66.0,OK
2026-01-01 13:39:00,P1,,,MISSING
2026-01-01 13:40:00,P1,59.9,62.1,OK
2026-01-01 13:41:00,P1,62.8,65.2,OK
2026-01-01 13:42:00,P1,58.9,63.3,OK
2026-01-01 13:43:00,P1,57.5,60.0,OK
2026-01-01 13:44:00,P1,57.9,61.5,OK
2026-01-01 13:45:00,P1,60.7,68.6,OK
2026-01-01 13:46:00,P1,60.7,64.0,OK
2026-01-01 13:47:00,P1,60.5,63.7,OK
2026-01-01 13:48:00,P1,62.5,68.0,OK
2026-01-01 13:49:00,P1,56.7,61.7,OK
2026-01-01 13:50:00,P1,61.3,66.8,OK
2026-01-01 13:51:00,P1,63.1,67.3,OK
2026-01-01 13:52:00,P1,59.0,66.0,OK
2026-01-01 13:53:00,P1,60.2,63.0,OK
2026-01-01 13:54:00,P1,59.6,64.2,OK
2026-01-01 13:55:00,P1,59.4,65.6,OK
2026-01-01 13:56:00,P1,60.3,67.5,OK
2026-01-01 13:57:00,P1,62.9,67.1,OK
2026-01-01 13:58:00,P1,63.5,68.9,OK
2026-01-01 13:59:00,P1,60.3,62.7,OK
2026-01-01 14:00:00,P1,63.7,66.7,OK
2026-01-01 14:01:00,P1,60.9,63.3,OK
2026-01-01 14:02:00,P1,63.4,69.8,OK
2026-01-01 14:03:00,P1,60.7,64.4,OK
2026-01-01 14:04:00,P1,61.0,67.4,OK
2026-01-01 14:05:00,P1,61.4,63.8,OK
2026-01-01 14:06:00,P1,65.6,72.8,OK
2026-01-01 14:07:00,P1,62.1,69.1,OK
2026-01-01 14:08:00,P1,59.8,62.3,OK
2026-01-01 14:09:00,P1,62.3,64.4,OK
2026-01-01 14:10:00,P1,60.3,62.7,OK
2026-01-01 14:11:00,P1,60.1,67.3,OK
2026-01-01 14:12:00,P1,62.2,65.6,OK
2026-01-01 14:13:00,P1,65.5,70.8,OK
2026-01-01 14:14:00,P1,68.1,72.6,OK
2026-01-01 14:15:00,P1,69.8,76.6,OK
2026-01-01 14:16:00,P1,72.5,77.4,OK
2026-01-01 14:17:00,P1,74.8,79.8,OK
2026-01-01 14:18:00,P1,73.4,81.3,OK
2026-01-01 14:19:00,P1,61.9,64.8,OK
2026-01-01 14:20:00,P1,59.4,66.4,OK
2026-01-01 14:21:00,P1,58.7,61.1,OK
2026-01-01 14:22:00,P1,60.8,65.7,OK
2026-01-01 14:23:00,P1,61.0,68.4,OK
2026-01-01 14:24:00,P1,59.9,65.9,OK
2026-01-01 14:25:00,P1,62.2,68.3,OK
2026-01-01 14:26:00,P1,58.9,62.5,OK
2026-01-01 14:27:00,P1,60.3,64.8,OK
2026-01-01 14:28:00,P1,60.1,64.3,OK
2026-01-01 14:29:00,P1,60.9,66.0,OK
2026-01-01 14:30:00,P1,61.4,66.1,OK
2026-01-01 14:31:00,P1,59.4,63.4,OK
2026-01-01 14:32:00,P1,62.0,65.9,OK
2026-01-01 14:33:00,P1,61.1,64.6,OK
2026-01-01 14:34:00,P1,58.1,62.3,OK
2026-01-01 14:35:00,P1,58.0,60.9,OK
2026-01-01 14:36:00,P1,60.9,68.2,OK
2026-01-01 14:37:00,P1,60.6,66.3,OK
2026-01-01 14:38:00,P1,60.8,63.6,OK
2026-01-01 14:39:00,P1,60.9,67.1,OK
2026-01-01 14:40:00,P1,61.3,68.4,OK
2026-01-01 14:41:00,P1,62.4,65.8,OK
2026-01-01 14:42:00,P1,59.3,62.2,OK
2026-01-01 14:43:00,P1,59.2,61.3,OK
2026-01-01 14:44:00,P1,59.3,61.6,OK
2026-01-01 14:45:00,P1,61.4,68.0,OK
2026-01-01 14:46:00,P1,62.9,70.8,OK
2026-01-01 14:47:00,P1,60.3,62.6,OK
2026-01-01 14:48:00,P1,57.2,63.7,OK
2026-01-01 14:49:00,P1,58.4,60.9,OK
2026-01-01 14:50:00,P1,59.7,65.3,OK
2026-01-01 14:51:00,P1,60.2,66.7,OK
2026-01-01 14:52:00,P1,60.4,64.5,OK
2026-01-01 14:53:00,P1,61.1,63.1,OK
2026-01-01 14:54:00,P1,60.5,66.1,OK
2026-01-01 14:55:00,P1,62.6,70.5,OK
2026-01-01 14:56:00,P1,60.0,63.5,OK
2026-01-01 14:57:00,P1,59.7,62.8,OK
2026-01-01 14:58:00,P1,61.7,64.5,OK
2026-01-01 14:59:00,P1,58.7,64.0,OK
2026-01-01 15:00:00,P1,61.6,67.2,OK
2026-01-01 15:01:00,P1,61.2,67.9,OK
2026-01-01 15:02:00,P1,60.8,67.3,OK
2026-01-01 15:03:00,P1,63.4,70.7,OK
2026-01-01 15:04:00,P1,60.1,66.9,OK
2026-01-01 15:05:00,P1,64.1,67.6,OK
2026-01-01 15:06:00,P1,60.7,66.0,OK
2026-01-01 15:07:00,P1,59.1,62.9,OK
2026-01-01 15:08:00,P1,61.1,65.1,OK
2026-01-01 15:09:00,P1,59.4,67.0,OK
2026-01-01 15:10:00,P1,59.9,66.0,OK
2026-01-01 15:11:00,P1,61.6,69.4,OK
2026-01-01 15:12:00,P1,61.8,66.3,OK
2026-01-01 15:13:00,P1,60.1,65.3,OK
2026-01-01 15:14:00,P1,62.5,67.4,OK
2026-01-01 15:15:00,P1,62.7,65.4,OK
2026-01-01 15:16:00,P1,63.1,66.6,OK
2026-01-01 15:17:00,P1,61.8,66.9,OK
2026-01-01 15:18:00,P1,67.2,69.6,OK
2026-01-01 15:19:00,P1,64.8,72.4,OK
2026-01-01 15:20:00,P1,69.6,72.3,OK
2026-01-01 15:21:00,P1,71.2,74.4,OK
2026-01-01 15:22:00,P1,75.1,81.7,OK
2026-01-01 15:23:00,P1,60.1,62.7,OK
2026-01-01 15:24:00,P1,60.7,68.1,OK
2026-01-01 15:25:00,P1,63.8,70.1,OK
2026-01-01 15:26:00,P1,60.7,63.1,OK
2026-01-01 15:27:00,P1,61.6,67.7,OK
2026-01-01 15:28:00,P1,60.6,66.4,OK
2026-01-01 15:29:00,P1,61.1,67.6,OK
2026-01-01 15:30:00,P1,61.0,67.9,OK
2026-01-01 15:31:00,P1,61.6,67.9,OK
2026-01-01 15:32:00,P1,62.7,68.2,OK
2026-01-01 15:33:00,P1,63.4,67.3,OK
2026-01-01 15:34:00,P1,61.4,67.6,OK
2026-01-01 15:35:00,P1,61.8,69.6,OK
2026-01-01 15:36:00,P1,77.2,79.4,OUTLIER
2026-01-01 15:37:00,P1,60.8,66.8,OK
2026-01-01 15:38:00,P1,62.3,67.0,OK
2026-01-01 15:39:00,P1,62.2,68.7,OK
2026-01-01 15:40:00,P1,61.2,69.2,OK
2026-01-01 15:41:00,P1,62.2,65.2,OK
2026-01-01 15:42:00,P1,61.6,64.9,OK
2026-01-01 15:43:00,P1,62.7,67.9,OK
2026-01-01 15:44:00,P1,61.3,66.2,OK
2026-01-01 15:45:00,P1,60.4,65.8,OK
2026-01-01 15:46:00,P1,61.4,63.7,OK
2026-01-01 15:47:00,P1,56.5,60.9,OK
2026-01-01 15:48:00,P1,61.4,66.9,OK
2026-01-01 15:49:00,P1,55.4,60.9,OK
2026-01-01 15:50:00,P1,58.3,64.2,OK
2026-01-01 15:51:00,P1,61.5,67.9,OK
2026-01-01 15:52:00,P1,61.6,67.4,OK
2026-01-01 15:53:00,P1,59.1,65.8,OK
2026-01-01 15:54:00,P1,59.8,65.5,OK
2026-01-01 15:55:00,P1,62.9,68.1,OK
2026-01-01 15:56:00,P1,60.1,65.7,OK
2026-01-01 15:57:00,P1,64.2,66.8,OK
2026-01-01 15:58:00,P1,60.8,64.4,OK
2026-01-01 15:59:00,P1,61.4,66.6,OK
2026-01-01 16:00:00,P1,63.2,70.5,OK
2026-01-01 16:01:00,P1,61.0,67.1,OK
2026-01-01 16:02:00,P1,59.3,61.8,OK
2026-01-01 16:03:00,P1,60.6,66.2,OK
2026-01-01 16:04:00,P1,60.7,64.0,OK
2026-01-01 16:05:00,P1,58.7,65.1,OK
2026-01-01 16:06:00,P1,60.4,67.3,OK
2026-01-01 16:07:00,P1,59.6,65.2,OK
2026-01-01 16:08:00,P1,62.1,67.7,OK
2026-01-01 16:09:00,P1,60.8,64.8,OK
2026-01-01 16:10:00,P1,60.3,65.0,OK
2026-01-01 16:11:00,P1,60.6,67.7,OK
2026-01-01 16:12:00,P1,61.0,67.4,OK
2026-01-01 16:13:00,P1,61.6,66.7,OK
2026-01-01 16:14:00,P1,59.2,63.4,OK
2026-01-01 16:15:00,P1,59.1,61.4,OK
2026-01-01 16:16:00,P1,62.3,65.2,OK
2026-01-01 16:17:00,P1,60.0,63.2,OK
2026-01-01 16:18:00,P1,58.5,62.8,OK
2026-01-01 16:19:00,P1,61.3,69.0,OK
2026-01-01 16:20:00,P1,61.3,66.4,OK
2026-01-01 16:21:00,P1,58.3,61.7,OK
2026-01-01 16:22:00,P1,61.0,63.6,OK
2026-01-01 16:23:00,P1,61.7,65.7,OK
2026-01-01 16:24:00,P1,61.2,68.1,OK
2026-01-01 16:25:00,P1,61.5,65.8,OK
2026-01-01 16:26:00,P1,58.5,65.1,OK
2026-01-01 16:27:00,P1,61.1,67.9,OK
2026-01-01 16:28:00,P1,60.1,62.8,OK
2026-01-01 16:29:00,P1,59.8,65.5,OK
2026-01-01 16:30:00,P1,61.8,69.6,OK
2026-01-01 16:31:00,P1,62.8,67.2,OK
2026-01-01 16:32:00,P1,63.2,65.5,OK
2026-01-01 16:33:00,P1,62.5,70.0,OK
2026-01-01 16:34:00,P1,60.3,67.6,OK
2026-01-01 16:35:00,P1,61.0,66.2,OK
2026-01-01 16:36:00,P1,61.6,66.9,OK
2026-01-01 16:37:00,P1,60.7,63.9,OK
2026-01-01 16:38:00,P1,60.7,67.6,OK
2026-01-01 16:39:00,P1,61.7,66.7,OK
2026-01-01 16:40:00,P1,60.3,62.6,OK
2026-01-01 16:41:00,P1,59.3,65.4,OK
2026-01-01 16:42:00,P1,59.8,67.5,OK
2026-01-01 16:43:00,P1,61.4,68.3,OK
2026-01-01 16:44:00,P1,60.4,64.1,OK
2026-01-01 16:45:00,P1,60.9,63.2,OK
2026-01-01 16:46:00,P1,61.4,69.0,OK
2026-01-01 16:47:00,P1,59.8,67.4,OK
2026-01-01 16:48:00,P1,61.5,66.7,OK
2026-01-01 16:49:00,P1,60.9,66.8,OK
2026-01-01 16:50:00,P1,58.5,63.2,OK
2026-01-01 16:51:00,P1,62.5,67.0,OK
2026-01-01 16:52:00,P1,59.5,62.3,OK
2026-01-01 16:53:00,P1,57.8,60.4,OK
2026-01-01 16:54:00,P1,58.7,62.1,OK
2026-01-01 16:55:00,P1,,,MISSING
2026-01-01 16:56:00,P1,60.3,63.2,OK
2026-01-01 16:57:00,P1,59.8,63.2,OK
2026-01-01 16:58:00,P1,59.7,65.0,OK
2026-01-01 16:59:00,P1,61.1,64.4,OK
2026-01-01 17:00:00,P1,60.7,63.7,OK
2026-01-01 17:01:00,P1,60.7,66.0,OK
2026-01-01 17:02:00,P1,60.8,65.0,OK
2026-01-01 17:03:00,P1,61.1,66.8,OK
2026-01-01 17:04:00,P1,57.0,64.5,OK
2026-01-01 17:05:00,P1,59.6,62.5,OK
2026-01-01 17:06:00,P1,56.8,64.3,OK
2026-01-01 17:07:00,P1,60.2,67.6,OK
2026-01-01 17:08:00,P1,60.1,67.1,OK
2026-01-01 17:09:00,P1,61.6,67.4,OK
2026-01-01 17:10:00,P1,61.8,67.6,OK
2026-01-01 17:11:00,P1,60.4,66.2,OK
2026-01-01 17:12:00,P1,59.3,65.4,OK
